EVALUATION RESULTS
==================================================
Average Reconstruction Loss: 750.3608
Average VAE Loss: 55.6031
Average Total Loss: 805.9639
Average RMSD: 21.91 Å
Total Proteins Evaluated: 4679
==================================================

DETAILED RESULTS BY BATCH:
Batch 0: Loss=558.7004, RMSD=19.76Å, Proteins=4
Batch 830: Loss=946.5888, RMSD=26.95Å, Proteins=4
Batch 831: Loss=695.9492, RMSD=22.08Å, Proteins=4
Batch 832: Loss=429.2498, RMSD=15.37Å, Proteins=4
Batch 833: Loss=749.0238, RMSD=20.35Å, Proteins=4
Batch 834: Loss=479.1533, RMSD=17.44Å, Proteins=4
Batch 835: Loss=1062.0696, RMSD=27.39Å, Proteins=4
Batch 836: Loss=852.5536, RMSD=23.99Å, Proteins=4
Batch 837: Loss=1424.0848, RMSD=33.00Å, Proteins=4
Batch 838: Loss=1110.2290, RMSD=21.44Å, Proteins=4
Batch 839: Loss=1089.5043, RMSD=27.21Å, Proteins=4
Batch 840: Loss=470.3150, RMSD=16.26Å, Proteins=4
Batch 841: Loss=980.9692, RMSD=23.11Å, Proteins=4
Batch 842: Loss=1063.7766, RMSD=26.03Å, Proteins=4
Batch 843: Loss=410.4357, RMSD=17.45Å, Proteins=4
Batch 844: Loss=1074.0404, RMSD=24.10Å, Proteins=4
Batch 845: Loss=590.1259, RMSD=22.83Å, Proteins=4
Batch 846: Loss=459.4009, RMSD=16.75Å, Proteins=4
Batch 847: Loss=1176.8380, RMSD=22.79Å, Proteins=4
Batch 848: Loss=1199.1107, RMSD=22.27Å, Proteins=4
Batch 849: Loss=722.8066, RMSD=19.85Å, Proteins=4
Batch 850: Loss=757.4068, RMSD=23.54Å, Proteins=4
Batch 851: Loss=1060.7839, RMSD=28.58Å, Proteins=4
Batch 852: Loss=1858.5654, RMSD=25.59Å, Proteins=4
Batch 853: Loss=538.3412, RMSD=16.02Å, Proteins=4
Batch 854: Loss=573.1307, RMSD=19.13Å, Proteins=4
Batch 855: Loss=911.4039, RMSD=25.87Å, Proteins=4
Batch 856: Loss=1334.7629, RMSD=23.79Å, Proteins=4
Batch 857: Loss=424.0018, RMSD=16.29Å, Proteins=4
Batch 858: Loss=464.1497, RMSD=19.09Å, Proteins=4
Batch 859: Loss=634.4209, RMSD=20.21Å, Proteins=4
Batch 860: Loss=661.7491, RMSD=20.36Å, Proteins=4
Batch 861: Loss=866.9486, RMSD=23.42Å, Proteins=4
Batch 862: Loss=1165.6952, RMSD=29.48Å, Proteins=4
Batch 863: Loss=377.7036, RMSD=14.75Å, Proteins=4
Batch 864: Loss=658.1221, RMSD=22.27Å, Proteins=4
Batch 865: Loss=692.7056, RMSD=22.63Å, Proteins=4
Batch 866: Loss=452.2158, RMSD=12.82Å, Proteins=4
Batch 867: Loss=1271.2316, RMSD=34.34Å, Proteins=4
Batch 868: Loss=747.0942, RMSD=23.08Å, Proteins=4
Batch 869: Loss=951.7770, RMSD=21.78Å, Proteins=4
Batch 870: Loss=933.3862, RMSD=18.38Å, Proteins=4
Batch 871: Loss=1082.1276, RMSD=28.28Å, Proteins=4
Batch 872: Loss=839.8998, RMSD=20.92Å, Proteins=4
Batch 873: Loss=935.1853, RMSD=23.49Å, Proteins=4
Batch 874: Loss=562.3884, RMSD=16.88Å, Proteins=4
Batch 875: Loss=646.8725, RMSD=18.34Å, Proteins=4
Batch 876: Loss=305.1322, RMSD=15.17Å, Proteins=4
Batch 877: Loss=627.1940, RMSD=19.34Å, Proteins=4
Batch 878: Loss=746.3897, RMSD=23.57Å, Proteins=4
Batch 879: Loss=933.8220, RMSD=25.21Å, Proteins=4
Batch 880: Loss=457.7000, RMSD=18.21Å, Proteins=4
Batch 881: Loss=782.3414, RMSD=21.90Å, Proteins=4
Batch 882: Loss=513.6472, RMSD=18.00Å, Proteins=4
Batch 883: Loss=387.4836, RMSD=15.34Å, Proteins=4
Batch 884: Loss=633.4946, RMSD=18.28Å, Proteins=4
Batch 885: Loss=702.2665, RMSD=22.58Å, Proteins=4
Batch 886: Loss=725.1421, RMSD=18.63Å, Proteins=4
Batch 887: Loss=694.3610, RMSD=20.79Å, Proteins=4
Batch 888: Loss=702.9701, RMSD=22.94Å, Proteins=4
Batch 889: Loss=587.6691, RMSD=18.71Å, Proteins=4
Batch 890: Loss=766.9278, RMSD=18.34Å, Proteins=4
Batch 891: Loss=805.8627, RMSD=24.69Å, Proteins=4
Batch 892: Loss=1040.2402, RMSD=25.44Å, Proteins=4
Batch 893: Loss=1392.2351, RMSD=28.14Å, Proteins=4
Batch 894: Loss=791.3881, RMSD=24.10Å, Proteins=4
Batch 895: Loss=823.5260, RMSD=20.77Å, Proteins=4
Batch 896: Loss=773.9312, RMSD=24.26Å, Proteins=4
Batch 897: Loss=618.2017, RMSD=20.31Å, Proteins=4
Batch 898: Loss=1079.7845, RMSD=26.26Å, Proteins=4
Batch 899: Loss=594.8914, RMSD=18.19Å, Proteins=4
Batch 900: Loss=552.9066, RMSD=17.35Å, Proteins=4
Batch 901: Loss=672.2997, RMSD=23.31Å, Proteins=4
Batch 902: Loss=1016.9356, RMSD=24.08Å, Proteins=4
Batch 903: Loss=921.2391, RMSD=27.71Å, Proteins=4
Batch 904: Loss=1169.4271, RMSD=24.00Å, Proteins=4
Batch 905: Loss=814.9650, RMSD=23.44Å, Proteins=4
Batch 906: Loss=1082.5933, RMSD=27.33Å, Proteins=4
Batch 907: Loss=783.8798, RMSD=19.80Å, Proteins=4
Batch 908: Loss=413.3543, RMSD=14.80Å, Proteins=4
Batch 909: Loss=540.0936, RMSD=20.06Å, Proteins=4
Batch 910: Loss=883.2859, RMSD=19.65Å, Proteins=4
Batch 911: Loss=768.7233, RMSD=20.34Å, Proteins=4
Batch 912: Loss=705.5446, RMSD=19.12Å, Proteins=4
Batch 913: Loss=927.4585, RMSD=24.60Å, Proteins=4
Batch 914: Loss=1013.4872, RMSD=25.62Å, Proteins=4
Batch 915: Loss=835.0643, RMSD=26.90Å, Proteins=4
Batch 916: Loss=715.6718, RMSD=23.69Å, Proteins=4
Batch 917: Loss=605.4282, RMSD=14.92Å, Proteins=4
Batch 918: Loss=354.1838, RMSD=13.99Å, Proteins=4
Batch 919: Loss=468.2002, RMSD=16.78Å, Proteins=4
Batch 920: Loss=659.8038, RMSD=22.31Å, Proteins=4
Batch 921: Loss=640.9203, RMSD=18.93Å, Proteins=4
Batch 922: Loss=807.8522, RMSD=25.39Å, Proteins=4
Batch 923: Loss=466.4487, RMSD=17.40Å, Proteins=4
Batch 924: Loss=985.9234, RMSD=29.11Å, Proteins=4
Batch 925: Loss=1324.2675, RMSD=25.37Å, Proteins=4
Batch 926: Loss=629.1535, RMSD=17.11Å, Proteins=4
Batch 927: Loss=412.3802, RMSD=17.22Å, Proteins=4
Batch 928: Loss=2584.6445, RMSD=29.46Å, Proteins=4
Batch 929: Loss=593.9228, RMSD=21.63Å, Proteins=4
Batch 930: Loss=914.3835, RMSD=19.70Å, Proteins=4
Batch 931: Loss=384.7484, RMSD=14.56Å, Proteins=4
Batch 932: Loss=662.4962, RMSD=21.61Å, Proteins=4
Batch 933: Loss=536.7410, RMSD=16.11Å, Proteins=4
Batch 934: Loss=765.5499, RMSD=21.51Å, Proteins=4
Batch 935: Loss=905.2968, RMSD=23.17Å, Proteins=4
Batch 936: Loss=655.4098, RMSD=20.23Å, Proteins=4
Batch 937: Loss=342.2458, RMSD=15.57Å, Proteins=4
Batch 938: Loss=581.4899, RMSD=19.18Å, Proteins=4
Batch 939: Loss=838.5686, RMSD=24.28Å, Proteins=4
Batch 940: Loss=666.7167, RMSD=20.57Å, Proteins=4
Batch 941: Loss=757.6508, RMSD=17.87Å, Proteins=4
Batch 942: Loss=977.9154, RMSD=19.15Å, Proteins=4
Batch 943: Loss=1714.2695, RMSD=28.09Å, Proteins=4
Batch 944: Loss=1502.3322, RMSD=30.48Å, Proteins=4
Batch 945: Loss=1245.0546, RMSD=20.96Å, Proteins=4
Batch 946: Loss=709.1028, RMSD=23.44Å, Proteins=4
Batch 947: Loss=462.6241, RMSD=18.23Å, Proteins=4
Batch 948: Loss=505.0607, RMSD=15.18Å, Proteins=4
Batch 949: Loss=606.2549, RMSD=19.58Å, Proteins=4
Batch 950: Loss=778.9182, RMSD=20.07Å, Proteins=4
Batch 951: Loss=637.2839, RMSD=19.86Å, Proteins=4
Batch 952: Loss=937.8974, RMSD=28.14Å, Proteins=4
Batch 953: Loss=1089.9802, RMSD=21.79Å, Proteins=4
Batch 954: Loss=932.7652, RMSD=25.95Å, Proteins=4
Batch 955: Loss=701.5703, RMSD=22.73Å, Proteins=4
Batch 956: Loss=687.3725, RMSD=22.01Å, Proteins=4
Batch 957: Loss=1629.0552, RMSD=24.18Å, Proteins=4
Batch 958: Loss=819.0771, RMSD=21.97Å, Proteins=4
Batch 959: Loss=792.2446, RMSD=21.39Å, Proteins=4
Batch 960: Loss=364.3775, RMSD=15.54Å, Proteins=4
Batch 961: Loss=932.3463, RMSD=21.61Å, Proteins=4
Batch 962: Loss=968.8256, RMSD=21.73Å, Proteins=4
Batch 963: Loss=776.7537, RMSD=24.55Å, Proteins=4
Batch 964: Loss=685.1564, RMSD=21.81Å, Proteins=4
Batch 965: Loss=907.6134, RMSD=25.01Å, Proteins=4
Batch 966: Loss=826.3758, RMSD=21.88Å, Proteins=4
Batch 967: Loss=638.4954, RMSD=22.32Å, Proteins=4
Batch 968: Loss=616.1180, RMSD=16.09Å, Proteins=4
Batch 969: Loss=367.7210, RMSD=14.99Å, Proteins=4
Batch 970: Loss=747.2313, RMSD=24.73Å, Proteins=4
Batch 971: Loss=500.6334, RMSD=18.96Å, Proteins=4
Batch 972: Loss=717.9586, RMSD=21.16Å, Proteins=4
Batch 973: Loss=987.0201, RMSD=23.40Å, Proteins=4
Batch 974: Loss=619.8485, RMSD=21.28Å, Proteins=4
Batch 975: Loss=1007.1517, RMSD=26.41Å, Proteins=4
Batch 976: Loss=397.2786, RMSD=15.88Å, Proteins=4
Batch 977: Loss=1062.0013, RMSD=26.06Å, Proteins=4
Batch 978: Loss=378.4782, RMSD=16.59Å, Proteins=4
Batch 979: Loss=949.0508, RMSD=19.49Å, Proteins=4
Batch 980: Loss=595.8444, RMSD=19.26Å, Proteins=4
Batch 981: Loss=755.5018, RMSD=21.82Å, Proteins=4
Batch 982: Loss=935.2233, RMSD=25.77Å, Proteins=4
Batch 983: Loss=848.2958, RMSD=26.51Å, Proteins=4
Batch 984: Loss=586.5536, RMSD=20.37Å, Proteins=4
Batch 985: Loss=865.7835, RMSD=28.40Å, Proteins=4
Batch 986: Loss=1118.7242, RMSD=24.31Å, Proteins=4
Batch 987: Loss=581.3865, RMSD=19.99Å, Proteins=4
Batch 988: Loss=791.5667, RMSD=24.57Å, Proteins=4
Batch 989: Loss=779.6602, RMSD=20.91Å, Proteins=4
Batch 990: Loss=869.7729, RMSD=24.29Å, Proteins=4
Batch 991: Loss=723.4041, RMSD=20.50Å, Proteins=4
Batch 992: Loss=487.3785, RMSD=17.19Å, Proteins=4
Batch 993: Loss=1056.5708, RMSD=24.82Å, Proteins=4
Batch 994: Loss=576.2585, RMSD=19.70Å, Proteins=4
Batch 995: Loss=1080.9052, RMSD=21.81Å, Proteins=4
Batch 996: Loss=1070.1208, RMSD=22.80Å, Proteins=4
Batch 997: Loss=1296.9602, RMSD=22.58Å, Proteins=4
Batch 998: Loss=1274.9248, RMSD=25.90Å, Proteins=4
Batch 999: Loss=1056.8403, RMSD=22.54Å, Proteins=4
Batch 1000: Loss=582.1679, RMSD=17.06Å, Proteins=4
Batch 1001: Loss=536.0889, RMSD=17.72Å, Proteins=4
Batch 1002: Loss=1055.2539, RMSD=25.78Å, Proteins=4
Batch 1003: Loss=651.9769, RMSD=22.42Å, Proteins=4
Batch 1004: Loss=778.6755, RMSD=23.18Å, Proteins=4
Batch 1005: Loss=1063.6768, RMSD=22.70Å, Proteins=4
Batch 1006: Loss=437.2520, RMSD=16.98Å, Proteins=4
Batch 1007: Loss=490.4107, RMSD=18.95Å, Proteins=4
Batch 1008: Loss=463.4464, RMSD=17.70Å, Proteins=4
Batch 1009: Loss=1811.6443, RMSD=24.96Å, Proteins=4
Batch 1010: Loss=389.1064, RMSD=14.72Å, Proteins=4
Batch 1011: Loss=529.9447, RMSD=18.75Å, Proteins=4
Batch 1012: Loss=833.2184, RMSD=20.68Å, Proteins=4
Batch 1013: Loss=497.4072, RMSD=17.92Å, Proteins=4
Batch 1014: Loss=275.0176, RMSD=13.81Å, Proteins=4
Batch 1015: Loss=927.7584, RMSD=27.04Å, Proteins=4
Batch 1016: Loss=461.1525, RMSD=16.55Å, Proteins=4
Batch 1017: Loss=703.8438, RMSD=19.38Å, Proteins=4
Batch 1018: Loss=585.8528, RMSD=21.91Å, Proteins=4
Batch 1019: Loss=474.2286, RMSD=18.67Å, Proteins=4
Batch 1020: Loss=743.4540, RMSD=18.32Å, Proteins=4
Batch 1021: Loss=955.5104, RMSD=20.84Å, Proteins=4
Batch 1022: Loss=887.6528, RMSD=24.11Å, Proteins=4
Batch 1023: Loss=731.9503, RMSD=25.17Å, Proteins=4
Batch 1024: Loss=639.7056, RMSD=22.11Å, Proteins=4
Batch 1025: Loss=643.0187, RMSD=22.35Å, Proteins=4
Batch 1026: Loss=547.1299, RMSD=20.45Å, Proteins=4
Batch 1027: Loss=578.1414, RMSD=19.50Å, Proteins=4
Batch 1028: Loss=1320.3650, RMSD=28.10Å, Proteins=4
Batch 1029: Loss=752.4164, RMSD=16.42Å, Proteins=4
Batch 1030: Loss=845.7982, RMSD=26.45Å, Proteins=4
Batch 1031: Loss=716.1145, RMSD=19.90Å, Proteins=4
Batch 1032: Loss=738.1949, RMSD=24.95Å, Proteins=4
Batch 1033: Loss=743.5133, RMSD=25.66Å, Proteins=4
Batch 1034: Loss=767.9892, RMSD=20.25Å, Proteins=4
Batch 1035: Loss=1358.0675, RMSD=25.87Å, Proteins=4
Batch 1036: Loss=636.7098, RMSD=21.57Å, Proteins=4
Batch 1037: Loss=480.5528, RMSD=17.06Å, Proteins=4
Batch 1038: Loss=849.6228, RMSD=26.77Å, Proteins=4
Batch 1039: Loss=909.0996, RMSD=22.35Å, Proteins=4
Batch 1040: Loss=1008.1688, RMSD=25.55Å, Proteins=4
Batch 1041: Loss=840.5883, RMSD=21.92Å, Proteins=4
Batch 1042: Loss=1114.0725, RMSD=30.96Å, Proteins=4
Batch 1043: Loss=724.3821, RMSD=24.62Å, Proteins=4
Batch 1044: Loss=1006.6588, RMSD=28.08Å, Proteins=4
Batch 1045: Loss=831.9348, RMSD=23.24Å, Proteins=4
Batch 1046: Loss=566.3484, RMSD=16.71Å, Proteins=4
Batch 1047: Loss=816.4677, RMSD=26.21Å, Proteins=4
Batch 1048: Loss=863.1771, RMSD=23.63Å, Proteins=4
Batch 1049: Loss=1105.2079, RMSD=23.24Å, Proteins=4
Batch 1050: Loss=804.4757, RMSD=21.09Å, Proteins=4
Batch 1051: Loss=373.0705, RMSD=14.93Å, Proteins=4
Batch 1052: Loss=1083.6387, RMSD=20.70Å, Proteins=4
Batch 1053: Loss=560.4116, RMSD=18.49Å, Proteins=4
Batch 1054: Loss=617.6739, RMSD=16.43Å, Proteins=4
Batch 1055: Loss=1287.2653, RMSD=26.93Å, Proteins=4
Batch 1056: Loss=1195.5306, RMSD=30.90Å, Proteins=4
Batch 1057: Loss=818.5162, RMSD=22.21Å, Proteins=4
Batch 1058: Loss=558.5668, RMSD=18.62Å, Proteins=4
Batch 1059: Loss=675.3040, RMSD=19.84Å, Proteins=4
Batch 1060: Loss=754.2090, RMSD=21.45Å, Proteins=4
Batch 1061: Loss=880.4924, RMSD=25.65Å, Proteins=4
Batch 1062: Loss=1552.2893, RMSD=32.63Å, Proteins=4
Batch 1063: Loss=725.8409, RMSD=21.51Å, Proteins=4
Batch 1064: Loss=730.2657, RMSD=21.45Å, Proteins=4
Batch 1065: Loss=386.2515, RMSD=16.24Å, Proteins=4
Batch 1066: Loss=1059.0094, RMSD=27.72Å, Proteins=4
Batch 1067: Loss=535.6763, RMSD=18.32Å, Proteins=4
Batch 1068: Loss=730.8659, RMSD=21.73Å, Proteins=4
Batch 1069: Loss=929.3818, RMSD=26.52Å, Proteins=4
Batch 1070: Loss=373.3610, RMSD=17.56Å, Proteins=4
Batch 1071: Loss=876.2371, RMSD=20.49Å, Proteins=4
Batch 1072: Loss=734.3552, RMSD=20.95Å, Proteins=4
Batch 1073: Loss=532.6884, RMSD=17.90Å, Proteins=4
Batch 1074: Loss=784.7232, RMSD=24.69Å, Proteins=4
Batch 1075: Loss=994.3883, RMSD=26.71Å, Proteins=4
Batch 1076: Loss=681.6544, RMSD=22.56Å, Proteins=4
Batch 1077: Loss=898.7679, RMSD=22.49Å, Proteins=4
Batch 1078: Loss=470.4372, RMSD=16.41Å, Proteins=4
Batch 1079: Loss=792.5588, RMSD=21.60Å, Proteins=4
Batch 1080: Loss=807.0894, RMSD=23.82Å, Proteins=4
Batch 1081: Loss=970.4471, RMSD=21.23Å, Proteins=4
Batch 1082: Loss=937.1989, RMSD=21.50Å, Proteins=4
Batch 1083: Loss=1157.8105, RMSD=21.65Å, Proteins=4
Batch 1084: Loss=808.9836, RMSD=21.78Å, Proteins=4
Batch 1085: Loss=608.5471, RMSD=21.62Å, Proteins=4
Batch 1086: Loss=1029.0258, RMSD=25.80Å, Proteins=4
Batch 1087: Loss=858.2679, RMSD=20.94Å, Proteins=4
Batch 1088: Loss=727.9211, RMSD=20.90Å, Proteins=4
Batch 1089: Loss=979.5264, RMSD=25.96Å, Proteins=4
Batch 1090: Loss=1173.0924, RMSD=31.43Å, Proteins=4
Batch 1091: Loss=663.9255, RMSD=20.54Å, Proteins=4
Batch 1092: Loss=564.0345, RMSD=19.66Å, Proteins=4
Batch 1093: Loss=900.0793, RMSD=26.21Å, Proteins=4
Batch 1094: Loss=766.9441, RMSD=20.84Å, Proteins=4
Batch 1095: Loss=963.7975, RMSD=23.62Å, Proteins=4
Batch 1096: Loss=1081.5399, RMSD=23.93Å, Proteins=4
Batch 1097: Loss=548.2585, RMSD=20.09Å, Proteins=4
Batch 1098: Loss=533.1223, RMSD=18.65Å, Proteins=4
Batch 1099: Loss=639.9365, RMSD=21.82Å, Proteins=4
Batch 1100: Loss=360.4373, RMSD=14.84Å, Proteins=4
Batch 1101: Loss=737.2540, RMSD=20.63Å, Proteins=4
Batch 1102: Loss=1292.8507, RMSD=25.94Å, Proteins=4
Batch 1103: Loss=686.9336, RMSD=19.04Å, Proteins=4
Batch 1104: Loss=678.9948, RMSD=19.77Å, Proteins=4
Batch 1105: Loss=861.6526, RMSD=24.94Å, Proteins=4
Batch 1106: Loss=1403.3434, RMSD=27.39Å, Proteins=4
Batch 1107: Loss=292.1117, RMSD=14.13Å, Proteins=4
Batch 1108: Loss=662.5125, RMSD=21.97Å, Proteins=4
Batch 1109: Loss=1130.8247, RMSD=24.30Å, Proteins=4
Batch 1110: Loss=329.3362, RMSD=13.57Å, Proteins=4
Batch 1111: Loss=447.0300, RMSD=16.81Å, Proteins=4
Batch 1112: Loss=544.7606, RMSD=18.22Å, Proteins=4
Batch 1113: Loss=1090.4391, RMSD=25.61Å, Proteins=4
Batch 1114: Loss=460.3415, RMSD=17.86Å, Proteins=4
Batch 1115: Loss=1090.8429, RMSD=24.37Å, Proteins=4
Batch 1116: Loss=717.7761, RMSD=19.70Å, Proteins=4
Batch 1117: Loss=656.4215, RMSD=20.68Å, Proteins=4
Batch 1118: Loss=709.6029, RMSD=18.31Å, Proteins=4
Batch 1119: Loss=974.8177, RMSD=20.54Å, Proteins=4
Batch 1120: Loss=528.7383, RMSD=18.52Å, Proteins=4
Batch 1121: Loss=795.0422, RMSD=22.36Å, Proteins=4
Batch 1122: Loss=1090.3042, RMSD=28.83Å, Proteins=4
Batch 1123: Loss=466.1855, RMSD=17.56Å, Proteins=4
Batch 1124: Loss=550.7197, RMSD=20.11Å, Proteins=4
Batch 1125: Loss=848.3385, RMSD=24.85Å, Proteins=4
Batch 1126: Loss=1396.2823, RMSD=26.42Å, Proteins=4
Batch 1127: Loss=804.9722, RMSD=24.68Å, Proteins=4
Batch 1128: Loss=1375.2916, RMSD=24.77Å, Proteins=4
Batch 1129: Loss=388.1321, RMSD=15.61Å, Proteins=4
Batch 1130: Loss=1021.0870, RMSD=26.26Å, Proteins=4
Batch 1131: Loss=992.1687, RMSD=22.44Å, Proteins=4
Batch 1132: Loss=996.9985, RMSD=19.69Å, Proteins=4
Batch 1133: Loss=772.7561, RMSD=25.03Å, Proteins=4
Batch 1134: Loss=556.9129, RMSD=18.66Å, Proteins=4
Batch 1135: Loss=475.7948, RMSD=17.88Å, Proteins=4
Batch 1136: Loss=626.8130, RMSD=19.33Å, Proteins=4
Batch 1137: Loss=279.3269, RMSD=13.28Å, Proteins=4
Batch 1138: Loss=916.0459, RMSD=24.52Å, Proteins=4
Batch 1139: Loss=547.5964, RMSD=16.53Å, Proteins=4
Batch 1140: Loss=622.9801, RMSD=18.27Å, Proteins=4
Batch 1141: Loss=627.9818, RMSD=20.85Å, Proteins=4
Batch 1142: Loss=652.3715, RMSD=22.33Å, Proteins=4
Batch 1143: Loss=850.5554, RMSD=17.85Å, Proteins=4
Batch 1144: Loss=737.0518, RMSD=19.18Å, Proteins=4
Batch 1145: Loss=659.9149, RMSD=16.73Å, Proteins=4
Batch 1146: Loss=1109.3457, RMSD=24.20Å, Proteins=4
Batch 1147: Loss=611.4703, RMSD=16.78Å, Proteins=4
Batch 1148: Loss=1059.2271, RMSD=28.07Å, Proteins=4
Batch 1149: Loss=821.9404, RMSD=20.52Å, Proteins=4
Batch 1150: Loss=1482.8508, RMSD=30.03Å, Proteins=4
Batch 1151: Loss=682.4197, RMSD=17.78Å, Proteins=4
Batch 1152: Loss=706.7310, RMSD=23.96Å, Proteins=4
Batch 1153: Loss=566.4498, RMSD=20.24Å, Proteins=4
Batch 1154: Loss=469.6519, RMSD=16.50Å, Proteins=4
Batch 1155: Loss=711.6808, RMSD=20.82Å, Proteins=4
Batch 1156: Loss=524.6524, RMSD=17.79Å, Proteins=4
Batch 1157: Loss=623.9013, RMSD=22.67Å, Proteins=4
Batch 1158: Loss=1319.1255, RMSD=25.14Å, Proteins=4
Batch 1159: Loss=1853.8069, RMSD=23.68Å, Proteins=4
Batch 1160: Loss=1973.0830, RMSD=33.68Å, Proteins=4
Batch 1161: Loss=773.8951, RMSD=16.31Å, Proteins=4
Batch 1162: Loss=641.8187, RMSD=20.26Å, Proteins=4
Batch 1163: Loss=476.7402, RMSD=18.44Å, Proteins=4
Batch 1164: Loss=965.3989, RMSD=22.53Å, Proteins=4
Batch 1165: Loss=1091.1592, RMSD=21.67Å, Proteins=4
Batch 1166: Loss=1137.3696, RMSD=20.06Å, Proteins=4
Batch 1167: Loss=929.3781, RMSD=28.63Å, Proteins=4
Batch 1168: Loss=441.1385, RMSD=17.06Å, Proteins=4
Batch 1169: Loss=576.3297, RMSD=19.19Å, Proteins=3
