EVALUATION RESULTS
==================================================
Average Representation Loss: 56.1710
Average VAE Loss: 40.9906
Average Total Loss: 97.1616
Average Perplexity: 1.88
Average Codebook Usage: 0.00%
Total Proteins Evaluated: 4679
==================================================

DETAILED RESULTS BY BATCH:
Batch 0: Loss=84.5672, Perplexity=1.68, Codebook Usage=0.00%
Batch 724: Loss=85.0131, Perplexity=1.55, Codebook Usage=0.00%
Batch 725: Loss=63.7399, Perplexity=1.52, Codebook Usage=0.00%
Batch 726: Loss=101.1574, Perplexity=2.09, Codebook Usage=0.00%
Batch 727: Loss=70.0838, Perplexity=1.55, Codebook Usage=0.00%
Batch 728: Loss=94.2295, Perplexity=1.64, Codebook Usage=0.00%
Batch 729: Loss=97.9719, Perplexity=1.73, Codebook Usage=0.00%
Batch 730: Loss=104.2867, Perplexity=1.72, Codebook Usage=0.00%
Batch 731: Loss=115.0629, Perplexity=1.94, Codebook Usage=0.00%
Batch 732: Loss=127.3881, Perplexity=2.26, Codebook Usage=0.00%
Batch 733: Loss=133.7748, Perplexity=2.43, Codebook Usage=0.00%
Batch 734: Loss=60.5003, Perplexity=1.59, Codebook Usage=0.00%
Batch 735: Loss=79.1208, Perplexity=1.62, Codebook Usage=0.00%
Batch 736: Loss=102.8582, Perplexity=2.03, Codebook Usage=0.00%
Batch 737: Loss=77.8769, Perplexity=1.72, Codebook Usage=0.00%
Batch 738: Loss=96.3411, Perplexity=1.95, Codebook Usage=0.00%
Batch 739: Loss=98.4436, Perplexity=1.60, Codebook Usage=0.00%
Batch 740: Loss=58.1806, Perplexity=1.40, Codebook Usage=0.00%
Batch 741: Loss=88.9417, Perplexity=2.15, Codebook Usage=0.00%
Batch 742: Loss=113.3354, Perplexity=1.92, Codebook Usage=0.00%
Batch 743: Loss=101.0439, Perplexity=1.81, Codebook Usage=0.00%
Batch 744: Loss=85.7824, Perplexity=1.67, Codebook Usage=0.00%
Batch 745: Loss=98.4256, Perplexity=2.00, Codebook Usage=0.00%
Batch 746: Loss=84.8364, Perplexity=1.25, Codebook Usage=0.00%
Batch 747: Loss=109.5396, Perplexity=1.92, Codebook Usage=0.00%
Batch 748: Loss=87.3832, Perplexity=1.56, Codebook Usage=0.00%
Batch 749: Loss=98.3057, Perplexity=1.95, Codebook Usage=0.00%
Batch 750: Loss=115.0473, Perplexity=1.93, Codebook Usage=0.00%
Batch 751: Loss=122.4061, Perplexity=2.15, Codebook Usage=0.00%
Batch 752: Loss=87.4276, Perplexity=1.93, Codebook Usage=0.00%
Batch 753: Loss=104.0780, Perplexity=1.86, Codebook Usage=0.00%
Batch 754: Loss=92.4692, Perplexity=2.01, Codebook Usage=0.00%
Batch 755: Loss=110.5458, Perplexity=2.27, Codebook Usage=0.00%
Batch 756: Loss=106.7136, Perplexity=2.30, Codebook Usage=0.00%
Batch 757: Loss=89.1246, Perplexity=1.74, Codebook Usage=0.00%
Batch 758: Loss=134.1176, Perplexity=2.61, Codebook Usage=0.00%
Batch 759: Loss=121.8614, Perplexity=2.24, Codebook Usage=0.00%
Batch 760: Loss=92.4024, Perplexity=1.94, Codebook Usage=0.00%
Batch 761: Loss=132.6454, Perplexity=2.42, Codebook Usage=0.00%
Batch 762: Loss=102.4671, Perplexity=1.91, Codebook Usage=0.00%
Batch 763: Loss=106.3947, Perplexity=2.04, Codebook Usage=0.00%
Batch 764: Loss=72.5631, Perplexity=1.99, Codebook Usage=0.00%
Batch 765: Loss=59.4198, Perplexity=1.39, Codebook Usage=0.00%
Batch 766: Loss=105.9908, Perplexity=2.08, Codebook Usage=0.00%
Batch 767: Loss=104.2716, Perplexity=1.65, Codebook Usage=0.00%
Batch 768: Loss=118.0716, Perplexity=2.22, Codebook Usage=0.00%
Batch 769: Loss=113.5216, Perplexity=2.21, Codebook Usage=0.00%
Batch 770: Loss=99.9019, Perplexity=2.21, Codebook Usage=0.00%
Batch 771: Loss=113.7151, Perplexity=2.08, Codebook Usage=0.00%
Batch 772: Loss=105.3991, Perplexity=1.95, Codebook Usage=0.00%
Batch 773: Loss=74.3056, Perplexity=1.62, Codebook Usage=0.00%
Batch 774: Loss=76.3614, Perplexity=1.87, Codebook Usage=0.00%
Batch 775: Loss=87.6522, Perplexity=1.67, Codebook Usage=0.00%
Batch 776: Loss=108.7991, Perplexity=2.03, Codebook Usage=0.00%
Batch 777: Loss=100.5616, Perplexity=1.92, Codebook Usage=0.00%
Batch 778: Loss=65.0398, Perplexity=1.49, Codebook Usage=0.00%
Batch 779: Loss=96.9953, Perplexity=1.75, Codebook Usage=0.00%
Batch 780: Loss=96.0616, Perplexity=1.65, Codebook Usage=0.00%
Batch 781: Loss=104.6180, Perplexity=1.84, Codebook Usage=0.00%
Batch 782: Loss=106.5665, Perplexity=2.22, Codebook Usage=0.00%
Batch 783: Loss=122.4547, Perplexity=2.28, Codebook Usage=0.00%
Batch 784: Loss=92.5575, Perplexity=1.68, Codebook Usage=0.00%
Batch 785: Loss=109.7226, Perplexity=1.92, Codebook Usage=0.00%
Batch 786: Loss=60.8647, Perplexity=1.26, Codebook Usage=0.00%
Batch 787: Loss=125.9002, Perplexity=2.34, Codebook Usage=0.00%
Batch 788: Loss=130.2636, Perplexity=2.47, Codebook Usage=0.00%
Batch 789: Loss=105.3292, Perplexity=1.74, Codebook Usage=0.00%
Batch 790: Loss=82.5851, Perplexity=1.49, Codebook Usage=0.00%
Batch 791: Loss=113.3521, Perplexity=2.16, Codebook Usage=0.00%
Batch 792: Loss=104.9346, Perplexity=1.75, Codebook Usage=0.00%
Batch 793: Loss=65.6708, Perplexity=1.26, Codebook Usage=0.00%
Batch 794: Loss=97.5840, Perplexity=1.95, Codebook Usage=0.00%
Batch 795: Loss=66.4026, Perplexity=1.50, Codebook Usage=0.00%
Batch 796: Loss=102.2119, Perplexity=1.92, Codebook Usage=0.00%
Batch 797: Loss=86.4860, Perplexity=1.59, Codebook Usage=0.00%
Batch 798: Loss=88.7656, Perplexity=1.69, Codebook Usage=0.00%
Batch 799: Loss=100.6004, Perplexity=1.81, Codebook Usage=0.00%
Batch 800: Loss=94.5594, Perplexity=1.90, Codebook Usage=0.00%
Batch 801: Loss=100.2492, Perplexity=1.86, Codebook Usage=0.00%
Batch 802: Loss=90.2900, Perplexity=2.00, Codebook Usage=0.00%
Batch 803: Loss=98.4379, Perplexity=1.78, Codebook Usage=0.00%
Batch 804: Loss=80.6362, Perplexity=1.71, Codebook Usage=0.00%
Batch 805: Loss=110.4553, Perplexity=2.45, Codebook Usage=0.00%
Batch 806: Loss=102.1533, Perplexity=1.49, Codebook Usage=0.00%
Batch 807: Loss=93.6134, Perplexity=1.92, Codebook Usage=0.00%
Batch 808: Loss=74.4233, Perplexity=1.45, Codebook Usage=0.00%
Batch 809: Loss=96.2165, Perplexity=1.77, Codebook Usage=0.00%
Batch 810: Loss=85.0063, Perplexity=1.58, Codebook Usage=0.00%
Batch 811: Loss=71.4010, Perplexity=1.50, Codebook Usage=0.00%
Batch 812: Loss=141.1546, Perplexity=2.67, Codebook Usage=0.00%
Batch 813: Loss=82.0369, Perplexity=1.64, Codebook Usage=0.00%
Batch 814: Loss=100.3630, Perplexity=1.82, Codebook Usage=0.00%
Batch 815: Loss=96.2140, Perplexity=1.44, Codebook Usage=0.00%
Batch 816: Loss=92.1887, Perplexity=1.82, Codebook Usage=0.00%
Batch 817: Loss=63.9248, Perplexity=1.80, Codebook Usage=0.00%
Batch 818: Loss=73.6364, Perplexity=1.42, Codebook Usage=0.00%
Batch 819: Loss=91.1839, Perplexity=1.63, Codebook Usage=0.00%
Batch 820: Loss=124.5527, Perplexity=2.49, Codebook Usage=0.00%
Batch 821: Loss=134.8236, Perplexity=2.45, Codebook Usage=0.00%
Batch 822: Loss=111.5781, Perplexity=2.15, Codebook Usage=0.00%
Batch 823: Loss=79.6381, Perplexity=1.31, Codebook Usage=0.00%
Batch 824: Loss=105.0727, Perplexity=1.88, Codebook Usage=0.00%
Batch 825: Loss=120.9986, Perplexity=2.06, Codebook Usage=0.00%
Batch 826: Loss=109.8364, Perplexity=2.24, Codebook Usage=0.00%
Batch 827: Loss=78.0473, Perplexity=1.81, Codebook Usage=0.00%
Batch 828: Loss=106.5994, Perplexity=1.96, Codebook Usage=0.00%
Batch 829: Loss=101.0949, Perplexity=1.94, Codebook Usage=0.00%
Batch 830: Loss=112.7059, Perplexity=1.95, Codebook Usage=0.00%
Batch 831: Loss=99.1617, Perplexity=1.72, Codebook Usage=0.00%
Batch 832: Loss=70.9388, Perplexity=1.50, Codebook Usage=0.00%
Batch 833: Loss=98.0985, Perplexity=1.61, Codebook Usage=0.00%
Batch 834: Loss=72.6222, Perplexity=1.76, Codebook Usage=0.00%
Batch 835: Loss=118.5429, Perplexity=1.97, Codebook Usage=0.00%
Batch 836: Loss=123.1657, Perplexity=1.95, Codebook Usage=0.00%
Batch 837: Loss=162.0258, Perplexity=2.96, Codebook Usage=0.00%
Batch 838: Loss=88.4601, Perplexity=1.78, Codebook Usage=0.00%
Batch 839: Loss=114.9831, Perplexity=1.91, Codebook Usage=0.00%
Batch 840: Loss=78.5372, Perplexity=1.73, Codebook Usage=0.00%
Batch 841: Loss=127.1721, Perplexity=2.22, Codebook Usage=0.00%
Batch 842: Loss=123.1113, Perplexity=2.19, Codebook Usage=0.00%
Batch 843: Loss=79.4581, Perplexity=1.53, Codebook Usage=0.00%
Batch 844: Loss=114.0008, Perplexity=2.17, Codebook Usage=0.00%
Batch 845: Loss=85.5403, Perplexity=1.56, Codebook Usage=0.00%
Batch 846: Loss=69.2605, Perplexity=1.53, Codebook Usage=0.00%
Batch 847: Loss=111.3983, Perplexity=2.02, Codebook Usage=0.00%
Batch 848: Loss=107.7044, Perplexity=2.01, Codebook Usage=0.00%
Batch 849: Loss=88.2857, Perplexity=1.72, Codebook Usage=0.00%
Batch 850: Loss=99.6620, Perplexity=2.02, Codebook Usage=0.00%
Batch 851: Loss=117.1121, Perplexity=2.28, Codebook Usage=0.00%
Batch 852: Loss=110.5992, Perplexity=1.88, Codebook Usage=0.00%
Batch 853: Loss=71.3362, Perplexity=1.58, Codebook Usage=0.00%
Batch 854: Loss=83.1045, Perplexity=1.62, Codebook Usage=0.00%
Batch 855: Loss=117.8493, Perplexity=2.06, Codebook Usage=0.00%
Batch 856: Loss=114.9304, Perplexity=2.32, Codebook Usage=0.00%
Batch 857: Loss=68.7814, Perplexity=1.52, Codebook Usage=0.00%
Batch 858: Loss=83.3957, Perplexity=1.56, Codebook Usage=0.00%
Batch 859: Loss=90.9215, Perplexity=2.22, Codebook Usage=0.00%
Batch 860: Loss=82.2114, Perplexity=1.66, Codebook Usage=0.00%
Batch 861: Loss=104.2671, Perplexity=2.14, Codebook Usage=0.00%
Batch 862: Loss=118.4709, Perplexity=2.15, Codebook Usage=0.00%
Batch 863: Loss=89.2683, Perplexity=1.21, Codebook Usage=0.00%
Batch 864: Loss=94.9559, Perplexity=1.91, Codebook Usage=0.00%
Batch 865: Loss=86.9245, Perplexity=1.75, Codebook Usage=0.00%
Batch 866: Loss=94.2770, Perplexity=1.17, Codebook Usage=0.00%
Batch 867: Loss=107.3577, Perplexity=2.25, Codebook Usage=0.00%
Batch 868: Loss=102.5166, Perplexity=2.09, Codebook Usage=0.00%
Batch 869: Loss=111.5871, Perplexity=2.08, Codebook Usage=0.00%
Batch 870: Loss=93.5749, Perplexity=1.89, Codebook Usage=0.00%
Batch 871: Loss=119.2850, Perplexity=1.96, Codebook Usage=0.00%
Batch 872: Loss=98.3073, Perplexity=1.88, Codebook Usage=0.00%
Batch 873: Loss=108.5602, Perplexity=1.76, Codebook Usage=0.00%
Batch 874: Loss=79.9339, Perplexity=1.45, Codebook Usage=0.00%
Batch 875: Loss=80.0486, Perplexity=1.84, Codebook Usage=0.00%
Batch 876: Loss=59.3759, Perplexity=1.26, Codebook Usage=0.00%
Batch 877: Loss=93.8295, Perplexity=1.50, Codebook Usage=0.00%
Batch 878: Loss=86.9447, Perplexity=1.60, Codebook Usage=0.00%
Batch 879: Loss=116.0552, Perplexity=2.39, Codebook Usage=0.00%
Batch 880: Loss=83.2944, Perplexity=1.53, Codebook Usage=0.00%
Batch 881: Loss=100.4150, Perplexity=1.69, Codebook Usage=0.00%
Batch 882: Loss=74.9834, Perplexity=1.79, Codebook Usage=0.00%
Batch 883: Loss=73.5032, Perplexity=1.45, Codebook Usage=0.00%
Batch 884: Loss=81.3729, Perplexity=1.89, Codebook Usage=0.00%
Batch 885: Loss=90.2408, Perplexity=1.98, Codebook Usage=0.00%
Batch 886: Loss=82.6235, Perplexity=1.80, Codebook Usage=0.00%
Batch 887: Loss=97.3340, Perplexity=2.15, Codebook Usage=0.00%
Batch 888: Loss=95.9368, Perplexity=1.55, Codebook Usage=0.00%
Batch 889: Loss=100.8992, Perplexity=1.95, Codebook Usage=0.00%
Batch 890: Loss=82.9934, Perplexity=1.78, Codebook Usage=0.00%
Batch 891: Loss=97.8240, Perplexity=1.90, Codebook Usage=0.00%
Batch 892: Loss=114.4526, Perplexity=2.12, Codebook Usage=0.00%
Batch 893: Loss=111.1928, Perplexity=2.11, Codebook Usage=0.00%
Batch 894: Loss=110.1153, Perplexity=2.38, Codebook Usage=0.00%
Batch 895: Loss=102.7354, Perplexity=1.90, Codebook Usage=0.00%
Batch 896: Loss=93.5996, Perplexity=1.57, Codebook Usage=0.00%
Batch 897: Loss=93.9168, Perplexity=1.68, Codebook Usage=0.00%
Batch 898: Loss=119.7318, Perplexity=2.02, Codebook Usage=0.00%
Batch 899: Loss=79.8860, Perplexity=1.80, Codebook Usage=0.00%
Batch 900: Loss=71.9794, Perplexity=1.60, Codebook Usage=0.00%
Batch 901: Loss=111.3536, Perplexity=2.28, Codebook Usage=0.00%
Batch 902: Loss=113.0804, Perplexity=2.03, Codebook Usage=0.00%
Batch 903: Loss=122.8119, Perplexity=2.32, Codebook Usage=0.00%
Batch 904: Loss=97.3159, Perplexity=1.99, Codebook Usage=0.00%
Batch 905: Loss=101.7843, Perplexity=2.10, Codebook Usage=0.00%
Batch 906: Loss=121.6525, Perplexity=2.30, Codebook Usage=0.00%
Batch 907: Loss=86.1811, Perplexity=1.82, Codebook Usage=0.00%
Batch 908: Loss=67.2626, Perplexity=1.58, Codebook Usage=0.00%
Batch 909: Loss=75.3900, Perplexity=1.75, Codebook Usage=0.00%
Batch 910: Loss=94.3866, Perplexity=1.60, Codebook Usage=0.00%
Batch 911: Loss=101.1678, Perplexity=2.12, Codebook Usage=0.00%
Batch 912: Loss=89.2243, Perplexity=1.85, Codebook Usage=0.00%
Batch 913: Loss=112.4096, Perplexity=2.08, Codebook Usage=0.00%
Batch 914: Loss=107.8434, Perplexity=2.14, Codebook Usage=0.00%
Batch 915: Loss=101.4346, Perplexity=2.17, Codebook Usage=0.00%
Batch 916: Loss=95.7968, Perplexity=2.23, Codebook Usage=0.00%
Batch 917: Loss=74.2884, Perplexity=1.41, Codebook Usage=0.00%
Batch 918: Loss=54.7635, Perplexity=1.55, Codebook Usage=0.00%
Batch 919: Loss=77.9722, Perplexity=1.62, Codebook Usage=0.00%
Batch 920: Loss=93.4020, Perplexity=2.06, Codebook Usage=0.00%
Batch 921: Loss=79.1449, Perplexity=1.39, Codebook Usage=0.00%
Batch 922: Loss=105.3649, Perplexity=2.27, Codebook Usage=0.00%
Batch 923: Loss=65.3491, Perplexity=1.64, Codebook Usage=0.00%
Batch 924: Loss=129.4817, Perplexity=2.30, Codebook Usage=0.00%
Batch 925: Loss=125.6963, Perplexity=2.10, Codebook Usage=0.00%
Batch 926: Loss=77.3182, Perplexity=1.62, Codebook Usage=0.00%
Batch 927: Loss=73.3817, Perplexity=1.64, Codebook Usage=0.00%
Batch 928: Loss=121.7478, Perplexity=2.02, Codebook Usage=0.00%
Batch 929: Loss=82.1447, Perplexity=2.07, Codebook Usage=0.00%
Batch 930: Loss=95.5274, Perplexity=1.81, Codebook Usage=0.00%
Batch 931: Loss=74.2171, Perplexity=1.39, Codebook Usage=0.00%
Batch 932: Loss=107.1194, Perplexity=2.05, Codebook Usage=0.00%
Batch 933: Loss=66.9138, Perplexity=1.51, Codebook Usage=0.00%
Batch 934: Loss=107.0040, Perplexity=2.19, Codebook Usage=0.00%
Batch 935: Loss=96.8939, Perplexity=1.64, Codebook Usage=0.00%
Batch 936: Loss=93.5061, Perplexity=1.87, Codebook Usage=0.00%
Batch 937: Loss=76.6898, Perplexity=1.48, Codebook Usage=0.00%
Batch 938: Loss=88.1632, Perplexity=1.41, Codebook Usage=0.00%
Batch 939: Loss=103.7874, Perplexity=1.88, Codebook Usage=0.00%
Batch 940: Loss=86.8359, Perplexity=1.65, Codebook Usage=0.00%
Batch 941: Loss=80.8751, Perplexity=1.63, Codebook Usage=0.00%
Batch 942: Loss=96.9369, Perplexity=1.56, Codebook Usage=0.00%
Batch 943: Loss=123.9288, Perplexity=2.01, Codebook Usage=0.00%
Batch 944: Loss=124.6872, Perplexity=2.04, Codebook Usage=0.00%
Batch 945: Loss=95.8040, Perplexity=1.59, Codebook Usage=0.00%
Batch 946: Loss=106.1822, Perplexity=2.06, Codebook Usage=0.00%
Batch 947: Loss=86.8605, Perplexity=1.46, Codebook Usage=0.00%
Batch 948: Loss=78.5283, Perplexity=1.34, Codebook Usage=0.00%
Batch 949: Loss=79.2755, Perplexity=1.92, Codebook Usage=0.00%
Batch 950: Loss=91.5364, Perplexity=1.45, Codebook Usage=0.00%
Batch 951: Loss=94.7957, Perplexity=2.30, Codebook Usage=0.00%
Batch 952: Loss=117.9238, Perplexity=2.07, Codebook Usage=0.00%
Batch 953: Loss=112.7797, Perplexity=2.00, Codebook Usage=0.00%
Batch 954: Loss=105.6508, Perplexity=2.09, Codebook Usage=0.00%
Batch 955: Loss=96.6695, Perplexity=2.25, Codebook Usage=0.00%
Batch 956: Loss=101.7811, Perplexity=2.00, Codebook Usage=0.00%
Batch 957: Loss=102.3256, Perplexity=1.75, Codebook Usage=0.00%
Batch 958: Loss=101.3253, Perplexity=2.21, Codebook Usage=0.00%
Batch 959: Loss=93.7244, Perplexity=1.87, Codebook Usage=0.00%
Batch 960: Loss=74.4118, Perplexity=1.31, Codebook Usage=0.00%
Batch 961: Loss=101.9641, Perplexity=1.75, Codebook Usage=0.00%
Batch 962: Loss=99.5043, Perplexity=1.72, Codebook Usage=0.00%
Batch 963: Loss=104.6405, Perplexity=2.24, Codebook Usage=0.00%
Batch 964: Loss=91.7802, Perplexity=1.80, Codebook Usage=0.00%
Batch 965: Loss=99.4951, Perplexity=1.91, Codebook Usage=0.00%
Batch 966: Loss=103.3486, Perplexity=1.85, Codebook Usage=0.00%
Batch 967: Loss=84.9812, Perplexity=2.05, Codebook Usage=0.00%
Batch 968: Loss=75.9398, Perplexity=1.73, Codebook Usage=0.00%
Batch 969: Loss=70.3955, Perplexity=1.56, Codebook Usage=0.00%
Batch 970: Loss=95.4610, Perplexity=1.88, Codebook Usage=0.00%
Batch 971: Loss=93.1163, Perplexity=1.94, Codebook Usage=0.00%
Batch 972: Loss=93.3857, Perplexity=1.80, Codebook Usage=0.00%
Batch 973: Loss=106.5111, Perplexity=1.83, Codebook Usage=0.00%
Batch 974: Loss=98.5135, Perplexity=1.82, Codebook Usage=0.00%
Batch 975: Loss=113.8102, Perplexity=1.92, Codebook Usage=0.00%
Batch 976: Loss=54.5869, Perplexity=1.50, Codebook Usage=0.00%
Batch 977: Loss=115.0802, Perplexity=2.04, Codebook Usage=0.00%
Batch 978: Loss=78.1966, Perplexity=1.21, Codebook Usage=0.00%
Batch 979: Loss=118.3814, Perplexity=1.96, Codebook Usage=0.00%
Batch 980: Loss=87.2292, Perplexity=2.08, Codebook Usage=0.00%
Batch 981: Loss=87.1075, Perplexity=1.72, Codebook Usage=0.00%
Batch 982: Loss=110.9400, Perplexity=2.30, Codebook Usage=0.00%
Batch 983: Loss=107.8355, Perplexity=2.13, Codebook Usage=0.00%
Batch 984: Loss=101.8329, Perplexity=1.49, Codebook Usage=0.00%
Batch 985: Loss=110.2511, Perplexity=2.06, Codebook Usage=0.00%
Batch 986: Loss=121.7924, Perplexity=2.02, Codebook Usage=0.00%
Batch 987: Loss=73.6578, Perplexity=1.74, Codebook Usage=0.00%
Batch 988: Loss=94.9901, Perplexity=1.83, Codebook Usage=0.00%
Batch 989: Loss=92.2094, Perplexity=1.76, Codebook Usage=0.00%
Batch 990: Loss=102.9024, Perplexity=1.77, Codebook Usage=0.00%
Batch 991: Loss=86.6142, Perplexity=1.58, Codebook Usage=0.00%
Batch 992: Loss=83.8063, Perplexity=1.79, Codebook Usage=0.00%
Batch 993: Loss=103.0619, Perplexity=1.99, Codebook Usage=0.00%
Batch 994: Loss=79.6776, Perplexity=1.53, Codebook Usage=0.00%
Batch 995: Loss=108.5973, Perplexity=2.26, Codebook Usage=0.00%
Batch 996: Loss=108.9128, Perplexity=2.19, Codebook Usage=0.00%
Batch 997: Loss=107.3008, Perplexity=1.69, Codebook Usage=0.00%
Batch 998: Loss=101.7163, Perplexity=2.13, Codebook Usage=0.00%
Batch 999: Loss=114.7996, Perplexity=2.06, Codebook Usage=0.00%
Batch 1000: Loss=75.9130, Perplexity=1.60, Codebook Usage=0.00%
Batch 1001: Loss=85.2055, Perplexity=1.66, Codebook Usage=0.00%
Batch 1002: Loss=107.8895, Perplexity=1.90, Codebook Usage=0.00%
Batch 1003: Loss=86.0704, Perplexity=2.05, Codebook Usage=0.00%
Batch 1004: Loss=99.4124, Perplexity=1.85, Codebook Usage=0.00%
Batch 1005: Loss=104.1148, Perplexity=1.98, Codebook Usage=0.00%
Batch 1006: Loss=83.5723, Perplexity=1.59, Codebook Usage=0.00%
Batch 1007: Loss=83.3024, Perplexity=1.81, Codebook Usage=0.00%
Batch 1008: Loss=77.2749, Perplexity=1.64, Codebook Usage=0.00%
Batch 1009: Loss=99.5010, Perplexity=1.98, Codebook Usage=0.00%
Batch 1010: Loss=62.9986, Perplexity=1.57, Codebook Usage=0.00%
Batch 1011: Loss=78.5180, Perplexity=1.41, Codebook Usage=0.00%
Batch 1012: Loss=96.9683, Perplexity=1.84, Codebook Usage=0.00%
Batch 1013: Loss=86.7754, Perplexity=1.49, Codebook Usage=0.00%
Batch 1014: Loss=50.7588, Perplexity=1.37, Codebook Usage=0.00%
Batch 1015: Loss=127.3152, Perplexity=1.94, Codebook Usage=0.00%
Batch 1016: Loss=88.4329, Perplexity=1.51, Codebook Usage=0.00%
Batch 1017: Loss=79.4661, Perplexity=1.53, Codebook Usage=0.00%
Batch 1018: Loss=83.4890, Perplexity=1.87, Codebook Usage=0.00%
Batch 1019: Loss=78.2787, Perplexity=1.59, Codebook Usage=0.00%
Batch 1020: Loss=98.9623, Perplexity=1.91, Codebook Usage=0.00%
Batch 1021: Loss=105.0094, Perplexity=1.81, Codebook Usage=0.00%
Batch 1022: Loss=99.9945, Perplexity=1.86, Codebook Usage=0.00%
Batch 1023: Loss=97.3618, Perplexity=2.12, Codebook Usage=0.00%
Batch 1024: Loss=95.0733, Perplexity=2.05, Codebook Usage=0.00%
Batch 1025: Loss=102.1844, Perplexity=2.28, Codebook Usage=0.00%
Batch 1026: Loss=72.6282, Perplexity=1.81, Codebook Usage=0.00%
Batch 1027: Loss=80.5100, Perplexity=1.85, Codebook Usage=0.00%
Batch 1028: Loss=126.2342, Perplexity=2.29, Codebook Usage=0.00%
Batch 1029: Loss=88.3892, Perplexity=1.92, Codebook Usage=0.00%
Batch 1030: Loss=90.8186, Perplexity=2.08, Codebook Usage=0.00%
Batch 1031: Loss=81.7275, Perplexity=1.50, Codebook Usage=0.00%
Batch 1032: Loss=111.5514, Perplexity=1.98, Codebook Usage=0.00%
Batch 1033: Loss=101.9346, Perplexity=2.18, Codebook Usage=0.00%
Batch 1034: Loss=93.5289, Perplexity=1.68, Codebook Usage=0.00%
Batch 1035: Loss=124.4185, Perplexity=2.26, Codebook Usage=0.00%
Batch 1036: Loss=89.7255, Perplexity=1.84, Codebook Usage=0.00%
Batch 1037: Loss=74.8868, Perplexity=1.98, Codebook Usage=0.00%
Batch 1038: Loss=103.9415, Perplexity=2.14, Codebook Usage=0.00%
Batch 1039: Loss=94.9814, Perplexity=1.89, Codebook Usage=0.00%
Batch 1040: Loss=116.1800, Perplexity=2.07, Codebook Usage=0.00%
Batch 1041: Loss=113.4993, Perplexity=2.13, Codebook Usage=0.00%
Batch 1042: Loss=142.5935, Perplexity=2.67, Codebook Usage=0.00%
Batch 1043: Loss=93.6752, Perplexity=1.92, Codebook Usage=0.00%
Batch 1044: Loss=119.1014, Perplexity=2.10, Codebook Usage=0.00%
Batch 1045: Loss=97.2073, Perplexity=1.75, Codebook Usage=0.00%
Batch 1046: Loss=70.2217, Perplexity=1.90, Codebook Usage=0.00%
Batch 1047: Loss=115.0263, Perplexity=2.19, Codebook Usage=0.00%
Batch 1048: Loss=114.6960, Perplexity=1.81, Codebook Usage=0.00%
Batch 1049: Loss=105.4370, Perplexity=1.94, Codebook Usage=0.00%
Batch 1050: Loss=97.5371, Perplexity=2.06, Codebook Usage=0.00%
Batch 1051: Loss=61.4496, Perplexity=1.26, Codebook Usage=0.00%
Batch 1052: Loss=100.5247, Perplexity=1.57, Codebook Usage=0.00%
Batch 1053: Loss=95.6374, Perplexity=1.86, Codebook Usage=0.00%
Batch 1054: Loss=80.3929, Perplexity=1.77, Codebook Usage=0.00%
Batch 1055: Loss=124.1860, Perplexity=2.21, Codebook Usage=0.00%
Batch 1056: Loss=116.7443, Perplexity=2.47, Codebook Usage=0.00%
Batch 1057: Loss=89.9330, Perplexity=1.83, Codebook Usage=0.00%
Batch 1058: Loss=92.8750, Perplexity=1.74, Codebook Usage=0.00%
Batch 1059: Loss=92.2773, Perplexity=1.75, Codebook Usage=0.00%
Batch 1060: Loss=104.7010, Perplexity=1.86, Codebook Usage=0.00%
Batch 1061: Loss=97.9577, Perplexity=1.66, Codebook Usage=0.00%
Batch 1062: Loss=127.7550, Perplexity=2.59, Codebook Usage=0.00%
Batch 1063: Loss=79.1966, Perplexity=1.77, Codebook Usage=0.00%
Batch 1064: Loss=96.7520, Perplexity=1.51, Codebook Usage=0.00%
Batch 1065: Loss=76.4114, Perplexity=1.50, Codebook Usage=0.00%
Batch 1066: Loss=123.7862, Perplexity=2.53, Codebook Usage=0.00%
Batch 1067: Loss=74.8792, Perplexity=1.66, Codebook Usage=0.00%
Batch 1068: Loss=86.6543, Perplexity=1.49, Codebook Usage=0.00%
Batch 1069: Loss=124.7046, Perplexity=2.04, Codebook Usage=0.00%
Batch 1070: Loss=62.6761, Perplexity=1.47, Codebook Usage=0.00%
Batch 1071: Loss=106.5468, Perplexity=1.86, Codebook Usage=0.00%
Batch 1072: Loss=95.0543, Perplexity=1.70, Codebook Usage=0.00%
Batch 1073: Loss=75.1995, Perplexity=1.54, Codebook Usage=0.00%
Batch 1074: Loss=108.3186, Perplexity=1.88, Codebook Usage=0.00%
Batch 1075: Loss=112.1044, Perplexity=1.88, Codebook Usage=0.00%
Batch 1076: Loss=97.4852, Perplexity=1.74, Codebook Usage=0.00%
Batch 1077: Loss=116.2870, Perplexity=1.93, Codebook Usage=0.00%
Batch 1078: Loss=72.2864, Perplexity=1.76, Codebook Usage=0.00%
Batch 1079: Loss=106.5880, Perplexity=2.25, Codebook Usage=0.00%
Batch 1080: Loss=104.5597, Perplexity=1.87, Codebook Usage=0.00%
Batch 1081: Loss=103.1958, Perplexity=1.77, Codebook Usage=0.00%
Batch 1082: Loss=94.2832, Perplexity=1.55, Codebook Usage=0.00%
Batch 1083: Loss=105.0401, Perplexity=1.83, Codebook Usage=0.00%
Batch 1084: Loss=96.9336, Perplexity=2.03, Codebook Usage=0.00%
